FIPS,Name,total_pop,hisp_pop,hisp_perc
19113001800,"Census Tract 18, Linn County, Iowa",3568,11,0.3
19113001900,"Census Tract 19, Linn County, Iowa",2979,270,9.1
19113002200,"Census Tract 22, Linn County, Iowa",1999,161,8.1
19113002300,"Census Tract 23, Linn County, Iowa",3750,29,0.8
19113002400,"Census Tract 24, Linn County, Iowa",4238,122,2.9
19113002500,"Census Tract 25, Linn County, Iowa",3025,34,1.1
19113002600,"Census Tract 26, Linn County, Iowa",2942,93,3.2
19113002700,"Census Tract 27, Linn County, Iowa",1664,5,0.3
19113002800,"Census Tract 28, Linn County, Iowa",3896,87,2.2
19113002900,"Census Tract 29, Linn County, Iowa",5392,167,3.1
19113003001,"Census Tract 30.01, Linn County, Iowa",9355,359,3.8
19113003002,"Census Tract 30.02, Linn County, Iowa",6830,165,2.4
19113010100,"Census Tract 101, Linn County, Iowa",3081,20,0.6
19113010200,"Census Tract 102, Linn County, Iowa",4562,22,0.5
19113010300,"Census Tract 103, Linn County, Iowa",3748,42,1.1
19113010400,"Census Tract 104, Linn County, Iowa",2864,6,0.2
19113010500,"Census Tract 105, Linn County, Iowa",3858,60,1.6
19113010600,"Census Tract 106, Linn County, Iowa",6061,52,0.9
19113010700,"Census Tract 107, Linn County, Iowa",6115,105,1.7
19113010800,"Census Tract 108, Linn County, Iowa",7359,411,5.6
19115450100,"Census Tract 4501, Louisa County, Iowa",2867,239,8.3
19115450200,"Census Tract 4502, Louisa County, Iowa",4288,1332,31.1
19115450300,"Census Tract 4503, Louisa County, Iowa",4150,250,6.0
19117950100,"Census Tract 9501, Lucas County, Iowa",1954,0,0.0
19117950200,"Census Tract 9502, Lucas County, Iowa",2429,39,1.6
19117950300,"Census Tract 9503, Lucas County, Iowa",1895,0,0.0
19117950400,"Census Tract 9504, Lucas County, Iowa",2507,18,0.7
19119950100,"Census Tract 9501, Lyon County, Iowa",2749,52,1.9
19119950200,"Census Tract 9502, Lyon County, Iowa",3373,30,0.9
19119950300,"Census Tract 9503, Lyon County, Iowa",5558,185,3.3
19121060100,"Census Tract 601, Madison County, Iowa",6362,54,0.8
19121060200,"Census Tract 602, Madison County, Iowa",5213,123,2.4
19121060300,"Census Tract 603, Madison County, Iowa",4054,40,1.0
19123950100,"Census Tract 9501, Mahaska County, Iowa",3094,42,1.4
19123950200,"Census Tract 9502, Mahaska County, Iowa",3456,47,1.4
19123950300,"Census Tract 9503, Mahaska County, Iowa",3581,32,0.9
19123950400,"Census Tract 9504, Mahaska County, Iowa",2915,0,0.0
19123950500,"Census Tract 9505, Mahaska County, Iowa",3329,52,1.6
19123950600,"Census Tract 9506, Mahaska County, Iowa",3266,149,4.6
19123950700,"Census Tract 9507, Mahaska County, Iowa",2779,76,2.7
19125030100,"Census Tract 301, Marion County, Iowa",7463,58,0.8
19125030200,"Census Tract 302, Marion County, Iowa",6633,76,1.1
19125030300,"Census Tract 303, Marion County, Iowa",3252,64,2.0
19125030401,"Census Tract 304.01, Marion County, Iowa",4497,249,5.5
19125030402,"Census Tract 304.02, Marion County, Iowa",3955,15,0.4
19125030500,"Census Tract 305, Marion County, Iowa",1836,103,5.6
19125030600,"Census Tract 306, Marion County, Iowa",2705,0,0.0
19125030700,"Census Tract 307, Marion County, Iowa",2967,9,0.3
19127950100,"Census Tract 9501, Marshall County, Iowa",2827,18,0.6
19127950200,"Census Tract 9502, Marshall County, Iowa",3147,205,6.5
19127950300,"Census Tract 9503, Marshall County, Iowa",3652,106,2.9
19127950400,"Census Tract 9504, Marshall County, Iowa",2994,96,3.2
19127950500,"Census Tract 9505, Marshall County, Iowa",4706,2474,52.6
19127950600,"Census Tract 9506, Marshall County, Iowa",4269,1029,24.1
19127950700,"Census Tract 9507, Marshall County, Iowa",4600,883,19.2
19127950800,"Census Tract 9508, Marshall County, Iowa",6677,753,11.3
19127950900,"Census Tract 9509, Marshall County, Iowa",3581,1384,38.6
19127951000,"Census Tract 9510, Marshall County, Iowa",4469,687,15.4
19129040100,"Census Tract 401, Mills County, Iowa",2945,30,1.0
19129040201,"Census Tract 402.01, Mills County, Iowa",2133,57,2.7
19129040202,"Census Tract 402.02, Mills County, Iowa",3501,174,5.0
19129040301,"Census Tract 403.01, Mills County, Iowa",2653,0,0.0
19129040302,"Census Tract 403.02, Mills County, Iowa",3714,122,3.3
19131560100,"Census Tract 5601, Mitchell County, Iowa",3416,25,0.7
19131560200,"Census Tract 5602, Mitchell County, Iowa",3535,20,0.6
19131560300,"Census Tract 5603, Mitchell County, Iowa",3793,63,1.7
19133960100,"Census Tract 9601, Monona County, Iowa",2266,23,1.0
19133960200,"Census Tract 9602, Monona County, Iowa",2091,32,1.5
19133960300,"Census Tract 9603, Monona County, Iowa",2954,58,2.0
19133960400,"Census Tract 9604, Monona County, Iowa",1838,28,1.5
19135070100,"Census Tract 701, Monroe County, Iowa",3270,0,0.0
19135070200,"Census Tract 702, Monroe County, Iowa",2662,9,0.3
19135070300,"Census Tract 703, Monroe County, Iowa",2087,31,1.5
19137960100,"Census Tract 9601, Montgomery County, Iowa",2029,3,0.1
19137960200,"Census Tract 9602, Montgomery County, Iowa",2538,104,4.1
19137960300,"Census Tract 9603, Montgomery County, Iowa",3180,173,5.4
19137960400,"Census Tract 9604, Montgomery County, Iowa",2802,58,2.1
19139050100,"Census Tract 501, Muscatine County, Iowa",3280,165,5.0
19139050200,"Census Tract 502, Muscatine County, Iowa",5040,186,3.7
19139050300,"Census Tract 503, Muscatine County, Iowa",5131,1984,38.7
19139050400,"Census Tract 504, Muscatine County, Iowa",4256,455,10.7
19139050500,"Census Tract 505, Muscatine County, Iowa",4671,382,8.2
19139050600,"Census Tract 506, Muscatine County, Iowa",5005,259,5.2
19139050700,"Census Tract 507, Muscatine County, Iowa",5577,1034,18.5
19139050800,"Census Tract 508, Muscatine County, Iowa",3835,1506,39.3
19139050900,"Census Tract 509, Muscatine County, Iowa",2845,241,8.5
19139051000,"Census Tract 510, Muscatine County, Iowa",3217,910,28.3
19141490100,"Census Tract 4901, O'Brien County, Iowa",2767,139,5.0
19141490200,"Census Tract 4902, O'Brien County, Iowa",3725,114,3.1
19141490300,"Census Tract 4903, O'Brien County, Iowa",5066,255,5.0
19141490400,"Census Tract 4904, O'Brien County, Iowa",2615,67,2.6
19143460100,"Census Tract 4601, Osceola County, Iowa",3312,298,9.0
19143460200,"Census Tract 4602, Osceola County, Iowa",2967,110,3.7
19145490100,"Census Tract 4901, Page County, Iowa",2619,5,0.2
19145490200,"Census Tract 4902, Page County, Iowa",2364,187,7.9
19145490300,"Census Tract 4903, Page County, Iowa",2975,116,3.9
19145490400,"Census Tract 4904, Page County, Iowa",3231,48,1.5
19145490500,"Census Tract 4905, Page County, Iowa",2411,75,3.1
19145490600,"Census Tract 4906, Page County, Iowa",2137,16,0.7
19147960100,"Census Tract 9601, Palo Alto County, Iowa",1965,42,2.1
19147960200,"Census Tract 9602, Palo Alto County, Iowa",1822,13,0.7
19147960300,"Census Tract 9603, Palo Alto County, Iowa",3955,117,3.0
19147960400,"Census Tract 9604, Palo Alto County, Iowa",1521,2,0.1
19149970100,"Census Tract 9701, Plymouth County, Iowa",6535,210,3.2
19149970200,"Census Tract 9702, Plymouth County, Iowa",3572,410,11.5
19149970300,"Census Tract 9703, Plymouth County, Iowa",3173,47,1.5
19149970400,"Census Tract 9704, Plymouth County, Iowa",3129,34,1.1
19149970500,"Census Tract 9705, Plymouth County, Iowa",3145,37,1.2
19149970600,"Census Tract 9706, Plymouth County, Iowa",5345,121,2.3
19151780100,"Census Tract 7801, Pocahontas County, Iowa",1987,61,3.1
19151780200,"Census Tract 7802, Pocahontas County, Iowa",3008,65,2.2
19151780300,"Census Tract 7803, Pocahontas County, Iowa",2196,87,4.0
19153000101,"Census Tract 1.01, Polk County, Iowa",3737,230,6.2
19153000102,"Census Tract 1.02, Polk County, Iowa",4049,341,8.4
19153000103,"Census Tract 1.03, Polk County, Iowa",2105,102,4.8
19153000201,"Census Tract 2.01, Polk County, Iowa",2836,474,16.7
19153000202,"Census Tract 2.02, Polk County, Iowa",3639,362,9.9
19153000300,"Census Tract 3, Polk County, Iowa",3875,536,13.8
19153000400,"Census Tract 4, Polk County, Iowa",4859,1039,21.4
19153000500,"Census Tract 5, Polk County, Iowa",4862,837,17.2
19153000600,"Census Tract 6, Polk County, Iowa",3902,420,10.8
19153000701,"Census Tract 7.01, Polk County, Iowa",3347,274,8.2
19153000702,"Census Tract 7.02, Polk County, Iowa",3367,103,3.1
19153000703,"Census Tract 7.03, Polk County, Iowa",2910,161,5.5
19153000704,"Census Tract 7.04, Polk County, Iowa",3028,101,3.3
19153000801,"Census Tract 8.01, Polk County, Iowa",5736,382,6.7
19153000802,"Census Tract 8.02, Polk County, Iowa",3211,20,0.6
19153000803,"Census Tract 8.03, Polk County, Iowa",4125,108,2.6
19153000901,"Census Tract 9.01, Polk County, Iowa",3383,41,1.2
19153000902,"Census Tract 9.02, Polk County, Iowa",3170,34,1.1
19153001000,"Census Tract 10, Polk County, Iowa",4520,206,4.6
19153001100,"Census Tract 11, Polk County, Iowa",5655,1203,21.3
19153001200,"Census Tract 12, Polk County, Iowa",3642,1102,30.3
19153001500,"Census Tract 15, Polk County, Iowa",3184,367,11.5
19153001700,"Census Tract 17, Polk County, Iowa",2684,879,32.7
19153001800,"Census Tract 18, Polk County, Iowa",1944,108,5.6
19153001900,"Census Tract 19, Polk County, Iowa",4148,641,15.5
19153002100,"Census Tract 21, Polk County, Iowa",4701,847,18.0
19153002600,"Census Tract 26, Polk County, Iowa",2334,679,29.1
19153002700,"Census Tract 27, Polk County, Iowa",2954,111,3.8
19153002800,"Census Tract 28, Polk County, Iowa",3533,335,9.5
19153002900,"Census Tract 29, Polk County, Iowa",3990,424,10.6
19153003001,"Census Tract 30.01, Polk County, Iowa",2001,67,3.3
19153003002,"Census Tract 30.02, Polk County, Iowa",3369,65,1.9
19153003100,"Census Tract 31, Polk County, Iowa",1823,24,1.3
19153003200,"Census Tract 32, Polk County, Iowa",2515,62,2.5
19153003901,"Census Tract 39.01, Polk County, Iowa",3892,1278,32.8
19153003902,"Census Tract 39.02, Polk County, Iowa",5378,883,16.4
19153004001,"Census Tract 40.01, Polk County, Iowa",4258,57,1.3
19153004004,"Census Tract 40.04, Polk County, Iowa",3297,183,5.6
19153004100,"Census Tract 41, Polk County, Iowa",3256,108,3.3
19153004200,"Census Tract 42, Polk County, Iowa",1955,401,20.5
19153004300,"Census Tract 43, Polk County, Iowa",5514,306,5.5
19153004400,"Census Tract 44, Polk County, Iowa",4106,741,18.0
19153004501,"Census Tract 45.01, Polk County, Iowa",4200,365,8.7
19153004502,"Census Tract 45.02, Polk County, Iowa",2546,129,5.1
19153004602,"Census Tract 46.02, Polk County, Iowa",6275,1193,19.0
19153004603,"Census Tract 46.03, Polk County, Iowa",3546,149,4.2
19153004701,"Census Tract 47.01, Polk County, Iowa",4437,707,15.9
19153004702,"Census Tract 47.02, Polk County, Iowa",3156,520,16.5
19153004800,"Census Tract 48, Polk County, Iowa",3165,1064,33.6
19153004900,"Census Tract 49, Polk County, Iowa",2137,490,22.9
19153005000,"Census Tract 50, Polk County, Iowa",3578,927,25.9
19153005100,"Census Tract 51, Polk County, Iowa",4663,691,14.8
19153005200,"Census Tract 52, Polk County, Iowa",3459,1092,31.6
19153005300,"Census Tract 53, Polk County, Iowa",2485,208,8.4
19153010101,"Census Tract 101.01, Polk County, Iowa",4178,12,0.3
19153010102,"Census Tract 101.02, Polk County, Iowa",6540,272,4.2
19153010203,"Census Tract 102.03, Polk County, Iowa",22244,547,2.5
19153010205,"Census Tract 102.05, Polk County, Iowa",6481,173,2.7
19153010207,"Census Tract 102.07, Polk County, Iowa",4947,73,1.5
19153010208,"Census Tract 102.08, Polk County, Iowa",4273,46,1.1
19153010209,"Census Tract 102.09, Polk County, Iowa",5979,48,0.8
19153010211,"Census Tract 102.11, Polk County, Iowa",3817,33,0.9
19153010212,"Census Tract 102.12, Polk County, Iowa",4268,61,1.4
19153010404,"Census Tract 104.04, Polk County, Iowa",4652,252,5.4
19153010405,"Census Tract 104.05, Polk County, Iowa",6810,75,1.1
19153010406,"Census Tract 104.06, Polk County, Iowa",4050,243,6.0
19153010407,"Census Tract 104.07, Polk County, Iowa",4613,82,1.8
19153010408,"Census Tract 104.08, Polk County, Iowa",4242,153,3.6
19153010409,"Census Tract 104.09, Polk County, Iowa",4232,125,3.0
19153010500,"Census Tract 105, Polk County, Iowa",6238,586,9.4
19153010600,"Census Tract 106, Polk County, Iowa",8454,310,3.7
19153010702,"Census Tract 107.02, Polk County, Iowa",5914,143,2.4
19153010703,"Census Tract 107.03, Polk County, Iowa",4827,186,3.9
19153010705,"Census Tract 107.05, Polk County, Iowa",4014,71,1.8
19153010706,"Census Tract 107.06, Polk County, Iowa",6914,244,3.5
19153010802,"Census Tract 108.02, Polk County, Iowa",9810,935,9.5
19153010803,"Census Tract 108.03, Polk County, Iowa",5009,251,5.0
19153010804,"Census Tract 108.04, Polk County, Iowa",4602,437,9.5
19153011001,"Census Tract 110.01, Polk County, Iowa",3477,568,16.3
19153011021,"Census Tract 110.21, Polk County, Iowa",4782,107,2.2
19153011025,"Census Tract 110.25, Polk County, Iowa",3875,36,0.9
19153011026,"Census Tract 110.26, Polk County, Iowa",5880,214,3.6
19153011027,"Census Tract 110.27, Polk County, Iowa",7635,403,5.3
19153011028,"Census Tract 110.28, Polk County, Iowa",5018,318,6.3
19153011111,"Census Tract 111.11, Polk County, Iowa",5489,509,9.3
19153011112,"Census Tract 111.12, Polk County, Iowa",4217,287,6.8
19153011113,"Census Tract 111.13, Polk County, Iowa",2512,63,2.5
19153011114,"Census Tract 111.14, Polk County, Iowa",4288,654,15.3
19153011201,"Census Tract 112.01, Polk County, Iowa",5003,187,3.7
19153011203,"Census Tract 112.03, Polk County, Iowa",3648,13,0.4
19153011205,"Census Tract 112.05, Polk County, Iowa",3792,1258,33.2
19153011206,"Census Tract 112.06, Polk County, Iowa",3491,56,1.6
19153011300,"Census Tract 113, Polk County, Iowa",15790,290,1.8
19153011404,"Census Tract 114.04, Polk County, Iowa",6406,159,2.5
19153011500,"Census Tract 115, Polk County, Iowa",5984,36,0.6
19153011600,"Census Tract 116, Polk County, Iowa",0,0,
19153011701,"Census Tract 117.01, Polk County, Iowa",8946,111,1.2
19153011702,"Census Tract 117.02, Polk County, Iowa",3354,31,0.9
19155021200,"Census Tract 212, Pottawattamie County, Iowa",3771,377,10.0
19155021400,"Census Tract 214, Pottawattamie County, Iowa",3178,28,0.9
19155021501,"Census Tract 215.01, Pottawattamie County, Iowa",2487,54,2.2
19155021502,"Census Tract 215.02, Pottawattamie County, Iowa",2599,41,1.6
19155021602,"Census Tract 216.02, Pottawattamie County, Iowa",2667,3,0.1
19155021603,"Census Tract 216.03, Pottawattamie County, Iowa",2516,20,0.8
19155021701,"Census Tract 217.01, Pottawattamie County, Iowa",2440,131,5.4
19155021702,"Census Tract 217.02, Pottawattamie County, Iowa",2069,5,0.2
19155030100,"Census Tract 301, Pottawattamie County, Iowa",6048,163,2.7
19155030200,"Census Tract 302, Pottawattamie County, Iowa",3205,82,2.6
19155030300,"Census Tract 303, Pottawattamie County, Iowa",3101,112,3.6
19155030401,"Census Tract 304.01, Pottawattamie County, Iowa",4137,931,22.5
19155030402,"Census Tract 304.02, Pottawattamie County, Iowa",2975,112,3.8
19155030501,"Census Tract 305.01, Pottawattamie County, Iowa",2210,103,4.7
19155030502,"Census Tract 305.02, Pottawattamie County, Iowa",2638,409,15.5
19155030601,"Census Tract 306.01, Pottawattamie County, Iowa",2063,95,4.6
19155030602,"Census Tract 306.02, Pottawattamie County, Iowa",2730,342,12.5
19155030700,"Census Tract 307, Pottawattamie County, Iowa",2964,447,15.1
19155030800,"Census Tract 308, Pottawattamie County, Iowa",3449,442,12.8
19155030900,"Census Tract 309, Pottawattamie County, Iowa",1796,250,13.9
19155031000,"Census Tract 310, Pottawattamie County, Iowa",2208,93,4.2
19155031100,"Census Tract 311, Pottawattamie County, Iowa",2958,670,22.7
19155031200,"Census Tract 312, Pottawattamie County, Iowa",3206,179,5.6
19155031300,"Census Tract 313, Pottawattamie County, Iowa",2658,388,14.6
19155031400,"Census Tract 314, Pottawattamie County, Iowa",3482,244,7.0
19155031601,"Census Tract 316.01, Pottawattamie County, Iowa",4553,89,2.0
19155031602,"Census Tract 316.02, Pottawattamie County, Iowa",2915,97,3.3
19155031700,"Census Tract 317, Pottawattamie County, Iowa",4820,226,4.7
19155031800,"Census Tract 318, Pottawattamie County, Iowa",3594,74,2.1
19155031900,"Census Tract 319, Pottawattamie County, Iowa",3716,200,5.4
19157370100,"Census Tract 3701, Poweshiek County, Iowa",3025,50,1.7
19157370200,"Census Tract 3702, Poweshiek County, Iowa",2957,79,2.7
19157370300,"Census Tract 3703, Poweshiek County, Iowa",5505,269,4.9
19157370400,"Census Tract 3704, Poweshiek County, Iowa",3926,78,2.0
19157370500,"Census Tract 3705, Poweshiek County, Iowa",3352,27,0.8
19159950100,"Census Tract 9501, Ringgold County, Iowa",2202,35,1.6
19159950200,"Census Tract 9502, Ringgold County, Iowa",2880,35,1.2
19161080100,"Census Tract 801, Sac County, Iowa",2676,160,6.0
19161080200,"Census Tract 802, Sac County, Iowa",2716,14,0.5
19161080300,"Census Tract 803, Sac County, Iowa",2168,40,1.8
19161080400,"Census Tract 804, Sac County, Iowa",2602,30,1.2
19163010101,"Census Tract 101.01, Scott County, Iowa",3658,28,0.8
19163010102,"Census Tract 101.02, Scott County, Iowa",6867,136,2.0
19163010201,"Census Tract 102.01, Scott County, Iowa",6022,69,1.1
19163010202,"Census Tract 102.02, Scott County, Iowa",6174,209,3.4
19163010300,"Census Tract 103, Scott County, Iowa",2544,0,0.0
19163010401,"Census Tract 104.01, Scott County, Iowa",5491,144,2.6
19163010402,"Census Tract 104.02, Scott County, Iowa",3710,43,1.2
19163010600,"Census Tract 106, Scott County, Iowa",2553,388,15.2
19163010700,"Census Tract 107, Scott County, Iowa",1864,226,12.1
19163010800,"Census Tract 108, Scott County, Iowa",2834,622,21.9
19163010900,"Census Tract 109, Scott County, Iowa",1812,341,18.8
19163011000,"Census Tract 110, Scott County, Iowa",2265,333,14.7
19163011100,"Census Tract 111, Scott County, Iowa",3402,308,9.1
19163011200,"Census Tract 112, Scott County, Iowa",2051,302,14.7
19163011300,"Census Tract 113, Scott County, Iowa",4519,238,5.3
19163011400,"Census Tract 114, Scott County, Iowa",2840,347,12.2
19163011500,"Census Tract 115, Scott County, Iowa",2279,228,10.0
19163011600,"Census Tract 116, Scott County, Iowa",3732,278,7.4
19163011700,"Census Tract 117, Scott County, Iowa",3075,287,9.3
19163011800,"Census Tract 118, Scott County, Iowa",2078,160,7.7
19163011900,"Census Tract 119, Scott County, Iowa",2618,133,5.1
19163012000,"Census Tract 120, Scott County, Iowa",3738,228,6.1
19163012100,"Census Tract 121, Scott County, Iowa",3888,306,7.9
19163012200,"Census Tract 122, Scott County, Iowa",2240,205,9.2
19163012300,"Census Tract 123, Scott County, Iowa",1559,192,12.3
19163012400,"Census Tract 124, Scott County, Iowa",1230,52,4.2
19163012501,"Census Tract 125.01, Scott County, Iowa",4014,367,9.1
19163012502,"Census Tract 125.02, Scott County, Iowa",3913,501,12.8
19163012601,"Census Tract 126.01, Scott County, Iowa",5317,82,1.5
19163012602,"Census Tract 126.02, Scott County, Iowa",4617,163,3.5
19163012701,"Census Tract 127.01, Scott County, Iowa",3366,146,4.3
19163012702,"Census Tract 127.02, Scott County, Iowa",3140,176,5.6
19163012801,"Census Tract 128.01, Scott County, Iowa",4737,355,7.5
19163012802,"Census Tract 128.02, Scott County, Iowa",4640,491,10.6
19163012901,"Census Tract 129.01, Scott County, Iowa",4644,107,2.3
19163012902,"Census Tract 129.02, Scott County, Iowa",5711,395,6.9
19163013000,"Census Tract 130, Scott County, Iowa",4943,300,6.1
19163013100,"Census Tract 131, Scott County, Iowa",1804,65,3.6
19163013200,"Census Tract 132, Scott County, Iowa",1653,73,4.4
19163013300,"Census Tract 133, Scott County, Iowa",3510,65,1.9
19163013400,"Census Tract 134, Scott County, Iowa",3109,144,4.6
19163013500,"Census Tract 135, Scott County, Iowa",3414,81,2.4
19163013600,"Census Tract 136, Scott County, Iowa",2674,110,4.1
19163013702,"Census Tract 137.02, Scott County, Iowa",5800,31,0.5
19163013703,"Census Tract 137.03, Scott County, Iowa",2838,168,5.9
19163013705,"Census Tract 137.05, Scott County, Iowa",5184,203,3.9
19163013706,"Census Tract 137.06, Scott County, Iowa",4643,237,5.1
19165960100,"Census Tract 9601, Shelby County, Iowa",3027,24,0.8
19165960200,"Census Tract 9602, Shelby County, Iowa",3130,10,0.3
19165960300,"Census Tract 9603, Shelby County, Iowa",3503,212,6.1
19165960400,"Census Tract 9604, Shelby County, Iowa",2374,0,0.0
19167070100,"Census Tract 701, Sioux County, Iowa",3911,211,5.4
19167070200,"Census Tract 702, Sioux County, Iowa",4366,380,8.7
19167070300,"Census Tract 703, Sioux County, Iowa",5882,153,2.6
19167070400,"Census Tract 704, Sioux County, Iowa",4223,741,17.5
19167070500,"Census Tract 705, Sioux County, Iowa",2893,259,9.0
19167070600,"Census Tract 706, Sioux County, Iowa",6083,469,7.7
19167070700,"Census Tract 707, Sioux County, Iowa",6903,988,14.3
19169000100,"Census Tract 1, Story County, Iowa",10981,397,3.6
19169000200,"Census Tract 2, Story County, Iowa",3724,129,3.5
19169000300,"Census Tract 3, Story County, Iowa",3448,84,2.4
19169000400,"Census Tract 4, Story County, Iowa",2593,19,0.7
19169000500,"Census Tract 5, Story County, Iowa",3037,192,6.3
19169000600,"Census Tract 6, Story County, Iowa",4623,93,2.0
19169000700,"Census Tract 7, Story County, Iowa",3332,61,1.8
19169000800,"Census Tract 8, Story County, Iowa",5420,265,4.9
19169000900,"Census Tract 9, Story County, Iowa",3386,45,1.3
19169001000,"Census Tract 10, Story County, Iowa",4581,172,3.8
19169001100,"Census Tract 11, Story County, Iowa",5809,179,3.1
19169001200,"Census Tract 12, Story County, Iowa",520,0,0.0
19169001301,"Census Tract 13.01, Story County, Iowa",10005,342,3.4
19169001302,"Census Tract 13.02, Story County, Iowa",4692,271,5.8
19169010100,"Census Tract 101, Story County, Iowa",7074,152,2.1
19169010200,"Census Tract 102, Story County, Iowa",3891,76,2.0
19169010300,"Census Tract 103, Story County, Iowa",4586,118,2.6
19169010400,"Census Tract 104, Story County, Iowa",2805,181,6.5
19169010500,"Census Tract 105, Story County, Iowa",1867,0,0.0
19169010600,"Census Tract 106, Story County, Iowa",5565,87,1.6
19171290100,"Census Tract 2901, Tama County, Iowa",3110,12,0.4
19171290200,"Census Tract 2902, Tama County, Iowa",2982,97,3.3
19171290300,"Census Tract 2903, Tama County, Iowa",2582,2,0.1
19171290400,"Census Tract 2904, Tama County, Iowa",2816,467,16.6
19171290500,"Census Tract 2905, Tama County, Iowa",3509,694,19.8
19171290600,"Census Tract 2906, Tama County, Iowa",2569,101,3.9
19173180100,"Census Tract 1801, Taylor County, Iowa",2420,370,15.3
19173180200,"Census Tract 1802, Taylor County, Iowa",2090,62,3.0
19173180300,"Census Tract 1803, Taylor County, Iowa",1715,0,0.0
19175190100,"Census Tract 1901, Union County, Iowa",2308,70,3.0
19175190200,"Census Tract 1902, Union County, Iowa",4003,103,2.6
19175190300,"Census Tract 1903, Union County, Iowa",2203,0,0.0
19175190400,"Census Tract 1904, Union County, Iowa",4040,110,2.7
19177950100,"Census Tract 9501, Van Buren County, Iowa",4332,88,2.0
19177950200,"Census Tract 9502, Van Buren County, Iowa",3155,5,0.2
19179960100,"Census Tract 9601, Wapello County, Iowa",3022,136,4.5
19179960200,"Census Tract 9602, Wapello County, Iowa",2470,575,23.3
19179960300,"Census Tract 9603, Wapello County, Iowa",4323,229,5.3
19179960400,"Census Tract 9604, Wapello County, Iowa",3955,415,10.5
19179960500,"Census Tract 9605, Wapello County, Iowa",2479,596,24.0
19179960600,"Census Tract 9606, Wapello County, Iowa",2867,406,14.2
19179960700,"Census Tract 9607, Wapello County, Iowa",3504,306,8.7
19179960800,"Census Tract 9608, Wapello County, Iowa",3328,176,5.3
19179960900,"Census Tract 9609, Wapello County, Iowa",3019,350,11.6
19179961000,"Census Tract 9610, Wapello County, Iowa",3384,166,4.9
19179961100,"Census Tract 9611, Wapello County, Iowa",3055,51,1.7
19181020100,"Census Tract 201, Warren County, Iowa",2102,109,5.2
19181020200,"Census Tract 202, Warren County, Iowa",7308,282,3.9
19181020300,"Census Tract 203, Warren County, Iowa",4915,27,0.5
19181020400,"Census Tract 204, Warren County, Iowa",4264,26,0.6
19181020500,"Census Tract 205, Warren County, Iowa",2284,21,0.9
19181020600,"Census Tract 206, Warren County, Iowa",2968,26,0.9
19181020700,"Census Tract 207, Warren County, Iowa",4298,170,4.0
19181020800,"Census Tract 208, Warren County, Iowa",3448,53,1.5
19181020900,"Census Tract 209, Warren County, Iowa",3502,73,2.1
19181021000,"Census Tract 210, Warren County, Iowa",2916,6,0.2
19181021100,"Census Tract 211, Warren County, Iowa",4945,179,3.6
19181021200,"Census Tract 212, Warren County, Iowa",4108,68,1.7
19183960100,"Census Tract 9601, Washington County, Iowa",6505,47,0.7
19183960200,"Census Tract 9602, Washington County, Iowa",4809,87,1.8
19183960300,"Census Tract 9603, Washington County, Iowa",3475,416,12.0
19183960400,"Census Tract 9604, Washington County, Iowa",3949,291,7.4
19183960500,"Census Tract 9605, Washington County, Iowa",3168,336,10.6
19185070100,"Census Tract 701, Wayne County, Iowa",2417,43,1.8
19185070200,"Census Tract 702, Wayne County, Iowa",1651,14,0.8
19185070300,"Census Tract 703, Wayne County, Iowa",2317,0,0.0
19187000100,"Census Tract 1, Webster County, Iowa",6269,81,1.3
19187000200,"Census Tract 2, Webster County, Iowa",3604,51,1.4
19187000300,"Census Tract 3, Webster County, Iowa",1392,100,7.2
19187000400,"Census Tract 4, Webster County, Iowa",2572,314,12.2
19187000500,"Census Tract 5, Webster County, Iowa",1735,124,7.1
19187000600,"Census Tract 6, Webster County, Iowa",4740,152,3.2
19187000700,"Census Tract 7, Webster County, Iowa",1712,176,10.3
19187000900,"Census Tract 9, Webster County, Iowa",4541,325,7.2
19187010100,"Census Tract 101, Webster County, Iowa",2286,68,3.0
19187010200,"Census Tract 102, Webster County, Iowa",1862,60,3.2
19187010300,"Census Tract 103, Webster County, Iowa",3436,51,1.5
19187010400,"Census Tract 104, Webster County, Iowa",3250,25,0.8
19189680100,"Census Tract 6801, Winnebago County, Iowa",3962,97,2.4
19189680200,"Census Tract 6802, Winnebago County, Iowa",2881,65,2.3
19189680300,"Census Tract 6803, Winnebago County, Iowa",3802,219,5.8
19191950100,"Census Tract 9501, Winneshiek County, Iowa",3520,16,0.5
19191950200,"Census Tract 9502, Winneshiek County, Iowa",5916,80,1.4
19191950300,"Census Tract 9503, Winneshiek County, Iowa",3611,88,2.4
19191950400,"Census Tract 9504, Winneshiek County, Iowa",4627,181,3.9
19191950500,"Census Tract 9505, Winneshiek County, Iowa",3283,56,1.7
19193000100,"Census Tract 1, Woodbury County, Iowa",4289,789,18.4
19193000200,"Census Tract 2, Woodbury County, Iowa",6689,663,9.9
19193000300,"Census Tract 3, Woodbury County, Iowa",6707,1030,15.4
19193000400,"Census Tract 4, Woodbury County, Iowa",4609,208,4.5
19193000500,"Census Tract 5, Woodbury County, Iowa",3740,139,3.7
19193000600,"Census Tract 6, Woodbury County, Iowa",2619,178,6.8
19193000700,"Census Tract 7, Woodbury County, Iowa",3100,597,19.3
19193000800,"Census Tract 8, Woodbury County, Iowa",3989,1274,31.9
19193000900,"Census Tract 9, Woodbury County, Iowa",2157,209,9.7
